Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002201,Male,Yes,2,Graduate,Yes,9323,380,300,1,Rural,Y
LP002205,Male,No,1,Graduate,No,3062,111,180,0,Urban,N
LP002209,Female,No,0,Graduate,,2764,110,360,1,Urban,Y
LP002211,Male,Yes,0,Graduate,No,4817,120,180,1,Urban,Y
LP002219,Male,Yes,3+,Graduate,No,8750,130,360,1,Rural,Y
LP002223,Male,Yes,0,Graduate,No,4310,130,360,,Semiurban,Y
LP002224,Male,No,0,Graduate,No,3069,71,480,1,Urban,N
LP002225,Male,Yes,2,Graduate,No,5391,130,360,1,Urban,Y
LP002226,Male,Yes,0,Graduate,,3333,128,360,1,Semiurban,Y
LP002229,Male,No,0,Graduate,No,5941,296,360,1,Semiurban,Y
LP002231,Female,No,0,Graduate,No,6000,156,360,1,Urban,Y
LP002234,Male,No,0,Graduate,Yes,7167,128,360,1,Urban,Y
LP002236,Male,Yes,2,Graduate,No,4566,100,360,1,Urban,N
LP002237,Male,No,1,Graduate,,3667,113,180,1,Urban,Y
LP002239,Male,No,0,Not Graduate,No,2346,132,360,1,Semiurban,Y
LP002243,Male,Yes,0,Not Graduate,No,3010,,360,0,Urban,N
LP002244,Male,Yes,0,Graduate,No,2333,136,360,1,Urban,Y
LP002250,Male,Yes,0,Graduate,No,5488,125,360,1,Rural,Y
LP002255,Male,No,3+,Graduate,No,9167,185,360,1,Rural,Y
LP002262,Male,Yes,3+,Graduate,No,9504,275,360,1,Rural,Y
LP002263,Male,Yes,0,Graduate,No,2583,120,360,,Urban,Y
LP002265,Male,Yes,2,Not Graduate,No,1993,113,180,1,Semiurban,Y
LP002266,Male,Yes,2,Graduate,No,3100,113,360,1,Urban,Y
LP002272,Male,Yes,2,Graduate,No,3276,135,360,,Semiurban,Y
LP002277,Female,No,0,Graduate,No,3180,71,360,0,Urban,N
LP002281,Male,Yes,0,Graduate,No,3033,95,360,1,Urban,Y
LP002284,Male,No,0,Not Graduate,No,3902,109,360,1,Rural,Y
LP002287,Female,No,0,Graduate,No,1500,103,360,0,Semiurban,N
LP002288,Male,Yes,2,Not Graduate,No,2889,45,180,0,Urban,N
LP002296,Male,No,0,Not Graduate,No,2755,65,300,1,Rural,N
LP002297,Male,No,0,Graduate,No,2500,103,360,1,Semiurban,Y
LP002300,Female,No,0,Not Graduate,No,1963,53,360,1,Semiurban,Y
LP002301,Female,No,0,Graduate,Yes,7441,194,360,1,Rural,N
LP002305,Female,No,0,Graduate,No,4547,115,360,1,Semiurban,Y
LP002308,Male,Yes,0,Not Graduate,No,2167,115,360,1,Urban,Y
LP002314,Female,No,0,Not Graduate,No,2213,66,360,1,Rural,Y
LP002315,Male,Yes,1,Graduate,No,8300,152,300,0,Semiurban,N
LP002317,Male,Yes,3+,Graduate,No,81000,360,360,0,Rural,N
LP002318,Female,No,1,Not Graduate,Yes,3867,62,360,1,Semiurban,N
LP002319,Male,Yes,0,Graduate,,6256,160,360,,Urban,Y
LP002328,Male,Yes,0,Not Graduate,No,6096,218,360,0,Rural,N
LP002332,Male,Yes,0,Not Graduate,No,2253,110,360,1,Rural,Y
LP002335,Female,Yes,0,Not Graduate,No,2149,178,360,0,Semiurban,N
LP002337,Female,No,0,Graduate,No,2995,60,360,1,Urban,Y
LP002341,Female,No,1,Graduate,No,2600,160,360,1,Urban,N
LP002342,Male,Yes,2,Graduate,Yes,1600,239,360,1,Urban,N
LP002345,Male,Yes,0,Graduate,No,1025,112,360,1,Rural,Y
LP002347,Male,Yes,0,Graduate,No,3246,138,360,1,Semiurban,Y
LP002348,Male,Yes,0,Graduate,No,5829,138,360,1,Rural,Y
LP002357,Female,No,0,Not Graduate,No,2720,80,,0,Urban,N
LP002361,Male,Yes,0,Graduate,No,1820,100,360,1,Urban,Y
LP002362,Male,Yes,1,Graduate,No,7250,110,,0,Urban,N
LP002364,Male,Yes,0,Graduate,No,14880,96,360,1,Semiurban,Y
LP002366,Male,Yes,0,Graduate,No,2666,121,360,1,Rural,Y
LP002367,Female,No,1,Not Graduate,No,4606,81,360,1,Rural,N
LP002368,Male,Yes,2,Graduate,No,5935,133,360,1,Semiurban,Y
LP002369,Male,Yes,0,Graduate,No,2920,87,360,1,Rural,Y
LP002370,Male,No,0,Not Graduate,No,2717,60,180,1,Urban,Y
LP002377,Female,No,1,Graduate,Yes,8624,150,360,1,Semiurban,Y
LP002379,Male,No,0,Graduate,No,6500,105,360,0,Rural,N
LP002386,Male,No,0,Graduate,,12876,405,360,1,Semiurban,Y
LP002387,Male,Yes,0,Graduate,No,2425,143,360,1,Semiurban,Y
LP002390,Male,No,0,Graduate,No,3750,100,360,1,Urban,Y
LP002393,Female,,,Graduate,No,10047,,240,1,Semiurban,Y
LP002398,Male,No,0,Graduate,No,1926,50,360,1,Semiurban,Y
LP002401,Male,Yes,0,Graduate,No,2213,,360,1,Urban,Y
LP002403,Male,No,0,Graduate,Yes,10416,187,360,0,Urban,N
LP002407,Female,Yes,0,Not Graduate,Yes,7142,138,360,1,Rural,Y
LP002408,Male,No,0,Graduate,No,3660,187,360,1,Semiurban,Y
LP002409,Male,Yes,0,Graduate,No,7901,180,360,1,Rural,Y
LP002418,Male,No,3+,Not Graduate,No,4707,148,360,1,Semiurban,Y
LP002422,Male,No,1,Graduate,No,37719,152,360,1,Semiurban,Y
LP002424,Male,Yes,0,Graduate,No,7333,175,300,,Rural,Y
LP002429,Male,Yes,1,Graduate,Yes,3466,130,360,1,Rural,Y
LP002434,Male,Yes,2,Not Graduate,No,4652,110,360,1,Rural,Y
LP002435,Male,Yes,0,Graduate,,3539,55,360,1,Rural,N
LP002443,Male,Yes,2,Graduate,No,3340,150,360,0,Rural,N
LP002444,Male,No,1,Not Graduate,Yes,2769,190,360,,Semiurban,N
LP002446,Male,Yes,2,Not Graduate,No,2309,125,360,0,Rural,N
LP002447,Male,Yes,2,Not Graduate,No,1958,60,300,,Urban,Y
LP002448,Male,Yes,0,Graduate,No,3948,149,360,0,Rural,N
LP002449,Male,Yes,0,Graduate,No,2483,90,180,0,Rural,Y
LP002453,Male,No,0,Graduate,Yes,7085,84,360,1,Semiurban,Y
LP002455,Male,Yes,2,Graduate,No,3859,96,360,1,Semiurban,Y
LP002459,Male,Yes,0,Graduate,No,4301,118,360,1,Urban,Y
LP002467,Male,Yes,0,Graduate,No,3708,173,360,1,Urban,N
LP002472,Male,No,2,Graduate,No,4354,136,360,1,Rural,Y
LP002473,Male,Yes,0,Graduate,No,8334,160,360,1,Semiurban,N
LP002478,,Yes,0,Graduate,Yes,2083,160,360,,Semiurban,Y
LP002484,Male,Yes,3+,Graduate,No,7740,128,180,1,Urban,Y
LP002487,Male,Yes,0,Graduate,No,3015,153,360,1,Rural,Y
LP002489,Female,No,1,Not Graduate,,5191,132,360,1,Semiurban,Y
LP002493,Male,No,0,Graduate,No,4166,98,360,0,Semiurban,N
LP002494,Male,No,0,Graduate,No,6000,140,360,1,Rural,Y
LP002500,Male,Yes,3+,Not Graduate,No,2947,70,180,0,Urban,N
LP002501,,Yes,0,Graduate,No,16692,110,360,1,Semiurban,Y
LP002502,Female,Yes,2,Not Graduate,,210,98,360,1,Semiurban,Y
LP002505,Male,Yes,0,Graduate,No,4333,110,360,1,Urban,N
LP002515,Male,Yes,1,Graduate,Yes,3450,162,360,1,Semiurban,Y
LP002517,Male,Yes,1,Not Graduate,No,2653,113,180,0,Rural,N
LP002519,Male,Yes,3+,Graduate,No,4691,100,360,1,Semiurban,Y
LP002522,Female,No,0,Graduate,Yes,2500,93,360,,Urban,Y
LP002524,Male,No,2,Graduate,No,5532,162,360,1,Rural,Y
LP002527,Male,Yes,2,Graduate,Yes,16525,150,360,1,Rural,Y
LP002529,Male,Yes,2,Graduate,No,6700,230,300,1,Semiurban,Y
LP002530,,Yes,2,Graduate,No,2873,132,360,0,Semiurban,N
LP002531,Male,Yes,1,Graduate,Yes,16667,86,360,1,Semiurban,Y
LP002533,Male,Yes,2,Graduate,No,2947,,360,1,Urban,N
LP002534,Female,No,0,Not Graduate,No,4350,154,360,1,Rural,Y
LP002536,Male,Yes,3+,Not Graduate,No,3095,113,360,1,Rural,Y
LP002537,Male,Yes,0,Graduate,No,2083,128,360,1,Semiurban,Y
LP002541,Male,Yes,0,Graduate,No,10833,234,360,1,Semiurban,Y
LP002543,Male,Yes,2,Graduate,No,8333,246,360,1,Semiurban,Y
LP002544,Male,Yes,1,Not Graduate,No,1958,131,360,1,Rural,Y
LP002545,Male,No,2,Graduate,No,3547,80,360,0,Rural,N
LP002547,Male,Yes,1,Graduate,No,18333,500,360,1,Urban,N
LP002555,Male,Yes,2,Graduate,Yes,4583,160,360,1,Semiurban,Y
LP002556,Male,No,0,Graduate,No,2435,75,360,1,Urban,N
LP002560,Male,No,0,Not Graduate,No,2699,96,360,,Semiurban,Y
LP002562,Male,Yes,1,Not Graduate,No,5333,186,360,,Urban,Y
LP002571,Male,No,0,Not Graduate,No,3691,110,360,1,Rural,Y
LP002582,Female,No,0,Not Graduate,Yes,17263,225,360,1,Semiurban,Y
LP002585,Male,Yes,0,Graduate,No,3597,119,360,0,Rural,N
LP002586,Female,Yes,1,Graduate,No,3326,105,84,1,Semiurban,Y
LP002587,Male,Yes,0,Not Graduate,No,2600,107,360,1,Rural,Y
LP002588,Male,Yes,0,Graduate,No,4625,111,12,,Urban,Y
LP002600,Male,Yes,1,Graduate,Yes,2895,95,360,1,Semiurban,Y
LP002602,Male,No,0,Graduate,No,6283,209,360,0,Rural,N
LP002603,Female,No,0,Graduate,No,645,113,480,1,Rural,Y
LP002606,Female,No,0,Graduate,No,3159,100,360,1,Semiurban,Y
LP002615,Male,Yes,2,Graduate,No,4865,208,360,1,Semiurban,Y
LP002618,Male,Yes,1,Not Graduate,No,4050,138,360,,Rural,N
LP002619,Male,Yes,0,Not Graduate,No,3814,124,300,1,Semiurban,Y
LP002622,Male,Yes,2,Graduate,No,3510,243,360,1,Rural,Y
LP002624,Male,Yes,0,Graduate,No,20833,480,360,,Urban,Y
LP002625,,No,0,Graduate,No,3583,96,360,1,Urban,N
LP002626,Male,Yes,0,Graduate,Yes,2479,188,360,1,Urban,Y
LP002634,Female,No,1,Graduate,No,13262,40,360,1,Urban,Y
LP002637,Male,No,0,Not Graduate,No,3598,100,360,1,Rural,N
LP002640,Male,Yes,1,Graduate,No,6065,250,360,1,Semiurban,Y
LP002643,Male,Yes,2,Graduate,No,3283,148,360,1,Urban,Y
LP002648,Male,Yes,0,Graduate,No,2130,70,180,1,Semiurban,N
LP002652,Male,No,0,Graduate,No,5815,311,360,1,Rural,N
LP002659,Male,Yes,3+,Graduate,No,3466,150,360,1,Rural,Y
LP002670,Female,Yes,2,Graduate,No,2031,113,480,1,Semiurban,Y
LP002682,Male,Yes,,Not Graduate,No,3074,123,360,0,Semiurban,N
LP002683,Male,No,0,Graduate,No,4683,185,360,1,Semiurban,N
LP002684,Female,No,0,Not Graduate,No,3400,95,360,1,Rural,N
LP002689,Male,Yes,2,Not Graduate,No,2192,45,360,1,Semiurban,Y
LP002690,Male,No,0,Graduate,No,2500,55,360,1,Semiurban,Y
LP002692,Male,Yes,3+,Graduate,Yes,5677,100,360,1,Rural,Y
LP002693,Male,Yes,2,Graduate,Yes,7948,480,360,1,Rural,Y
LP002697,Male,No,0,Graduate,No,4680,,360,1,Semiurban,N
LP002699,Male,Yes,2,Graduate,Yes,17500,400,360,1,Rural,Y
LP002705,Male,Yes,0,Graduate,No,3775,110,360,1,Semiurban,Y
LP002706,Male,Yes,1,Not Graduate,No,5285,161,360,0,Semiurban,Y
LP002714,Male,No,1,Not Graduate,No,2679,94,360,1,Semiurban,Y
LP002716,Male,No,0,Not Graduate,No,6783,130,360,1,Semiurban,Y
LP002717,Male,Yes,0,Graduate,No,1025,216,360,,Rural,Y
LP002720,Male,Yes,3+,Graduate,No,4281,100,360,1,Urban,Y
LP002723,Male,No,2,Graduate,No,3588,110,360,0,Rural,N
LP002729,Male,No,1,Graduate,No,11250,196,360,,Semiurban,N
LP002731,Female,No,0,Not Graduate,Yes,18165,125,360,1,Urban,Y
LP002732,Male,No,0,Not Graduate,,2550,126,360,1,Rural,Y
LP002734,Male,Yes,0,Graduate,No,6133,324,360,1,Urban,Y
LP002738,Male,No,2,Graduate,No,3617,107,360,1,Semiurban,Y
LP002739,Male,Yes,0,Not Graduate,No,2917,66,360,1,Rural,N
LP002740,Male,Yes,3+,Graduate,No,6417,157,180,1,Rural,Y
LP002741,Female,Yes,1,Graduate,No,4608,140,180,1,Semiurban,Y
LP002743,Female,No,0,Graduate,No,2138,99,360,0,Semiurban,N
LP002753,Female,No,1,Graduate,,3652,95,360,1,Semiurban,Y
LP002755,Male,Yes,1,Not Graduate,No,2239,128,360,1,Urban,Y
LP002757,Female,Yes,0,Not Graduate,No,3017,102,360,,Semiurban,Y
LP002767,Male,Yes,0,Graduate,No,2768,155,360,1,Rural,Y
LP002768,Male,No,0,Not Graduate,No,3358,80,36,1,Semiurban,N
LP002772,Male,No,0,Graduate,No,2526,145,360,1,Rural,Y
LP002776,Female,No,0,Graduate,No,5000,103,360,0,Semiurban,N
LP002777,Male,Yes,0,Graduate,No,2785,110,360,1,Rural,Y
LP002778,Male,Yes,2,Graduate,Yes,6633,,360,0,Rural,N
LP002784,Male,Yes,1,Not Graduate,No,2492,,360,1,Rural,Y
LP002785,Male,Yes,1,Graduate,No,3333,158,360,1,Urban,Y
LP002788,Male,Yes,0,Not Graduate,No,2454,181,360,0,Urban,N
LP002789,Male,Yes,0,Graduate,No,3593,132,180,0,Rural,N
LP002792,Male,Yes,1,Graduate,No,5468,26,360,1,Semiurban,Y
LP002794,Female,No,0,Graduate,No,2667,84,360,,Urban,Y
LP002795,Male,Yes,3+,Graduate,Yes,10139,260,360,1,Semiurban,Y
LP002798,Male,Yes,0,Graduate,No,3887,162,360,1,Semiurban,Y
LP002804,Female,Yes,0,Graduate,No,4180,182,360,1,Semiurban,Y
LP002807,Male,Yes,2,Not Graduate,No,3675,108,360,1,Semiurban,Y
LP002813,Female,Yes,1,Graduate,Yes,19484,600,360,1,Semiurban,Y
LP002820,Male,Yes,0,Graduate,No,5923,211,360,1,Rural,Y
LP002821,Male,No,0,Not Graduate,Yes,5800,132,360,1,Semiurban,Y
LP002832,Male,Yes,2,Graduate,No,8799,258,360,0,Urban,N
LP002833,Male,Yes,0,Not Graduate,No,4467,120,360,,Rural,Y
LP002836,Male,No,0,Graduate,No,3333,70,360,1,Urban,Y
LP002837,Male,Yes,3+,Graduate,No,3400,123,360,0,Rural,N
LP002840,Female,No,0,Graduate,No,2378,9,360,1,Urban,N
LP002841,Male,Yes,0,Graduate,No,3166,104,360,0,Urban,N
LP002842,Male,Yes,1,Graduate,No,3417,186,360,1,Urban,Y
LP002847,Male,Yes,,Graduate,No,5116,165,360,0,Urban,N
LP002855,Male,Yes,2,Graduate,No,16666,275,360,1,Urban,Y
LP002862,Male,Yes,2,Not Graduate,No,6125,187,480,1,Semiurban,N
LP002863,Male,Yes,3+,Graduate,No,6406,150,360,1,Semiurban,N
LP002868,Male,Yes,2,Graduate,No,3159,108,84,1,Urban,Y
LP002872,,Yes,0,Graduate,No,3087,136,360,0,Semiurban,N
LP002874,Male,No,0,Graduate,No,3229,110,360,1,Urban,Y
LP002877,Male,Yes,1,Graduate,No,1782,107,360,1,Rural,Y
LP002888,Male,No,0,Graduate,,3182,161,360,1,Urban,Y
LP002892,Male,Yes,2,Graduate,No,6540,205,360,1,Semiurban,Y
LP002893,Male,No,0,Graduate,No,1836,90,360,1,Urban,N
LP002894,Female,Yes,0,Graduate,No,3166,36,360,1,Semiurban,Y
LP002898,Male,Yes,1,Graduate,No,1880,61,360,,Rural,N
LP002911,Male,Yes,1,Graduate,No,2787,146,360,0,Rural,N
LP002912,Male,Yes,1,Graduate,No,4283,172,84,1,Rural,N
LP002916,Male,Yes,0,Graduate,No,2297,104,360,1,Urban,Y
LP002917,Female,No,0,Not Graduate,No,2165,70,360,1,Semiurban,Y
LP002925,,No,0,Graduate,No,4750,94,360,1,Semiurban,Y
LP002926,Male,Yes,2,Graduate,Yes,2726,106,360,0,Semiurban,N
LP002928,Male,Yes,0,Graduate,No,3000,56,180,1,Semiurban,Y
LP002931,Male,Yes,2,Graduate,Yes,6000,205,240,1,Semiurban,N
LP002933,,No,3+,Graduate,Yes,9357,292,360,1,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,3859,142,180,1,Rural,Y
LP002938,Male,Yes,0,Graduate,Yes,16120,260,360,1,Urban,Y
LP002940,Male,No,0,Not Graduate,No,3833,110,360,1,Rural,Y
LP002941,Male,Yes,2,Not Graduate,Yes,6383,187,360,1,Rural,N
LP002943,Male,No,,Graduate,No,2987,88,360,0,Semiurban,N
LP002945,Male,Yes,0,Graduate,Yes,9963,180,360,1,Rural,Y
LP002948,Male,Yes,2,Graduate,No,5780,192,360,1,Urban,Y
LP002949,Female,No,3+,Graduate,,416,350,180,,Urban,N
LP002950,Male,Yes,0,Not Graduate,,2894,155,360,1,Rural,Y
LP002953,Male,Yes,3+,Graduate,No,5703,128,360,1,Urban,Y
LP002958,Male,No,0,Graduate,No,3676,172,360,1,Rural,Y
LP002959,Female,Yes,1,Graduate,No,12000,496,360,1,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,2400,,180,1,Urban,N
LP002961,Male,Yes,1,Graduate,No,3400,173,360,1,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,No,3987,157,360,1,Rural,Y
LP002974,Male,Yes,0,Graduate,No,3232,108,360,1,Rural,Y
LP002978,Female,No,0,Graduate,No,2900,71,360,1,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,4106,40,180,1,Rural,Y
LP002983,Male,Yes,1,Graduate,No,8072,253,360,1,Urban,Y
LP002984,Male,Yes,2,Graduate,No,7583,187,360,1,Urban,Y
LP002990,Female,No,0,Graduate,Yes,4583,133,360,0,Semiurban,N
